20736
12 12 12 12
1 1 1 1 0.47024750 -0.00000000
1 1 1 2 -0.00000000 0.00000000
1 1 1 3 -0.00000016 0.00000021
1 1 1 4 0.00000000 -0.00000000
1 1 1 5 -0.00000022 -0.00000029
1 1 1 6 0.00000000 -0.00000000
1 1 1 7 -0.11427216 0.00026598
1 1 1 8 0.00000000 -0.00000000
1 1 1 9 -0.00000001 -0.00000004
1 1 1 10 -0.00000000 -0.00000000
1 1 1 11 -0.00000002 0.00000007
1 1 1 12 0.00000000 0.00000000
1 1 2 1 -0.00000000 0.00000000
1 1 2 2 -0.00000000 -0.00000000
1 1 2 3 -0.00000000 0.00000000
1 1 2 4 -0.00000000 -0.00000000
1 1 2 5 0.00000000 -0.00000000
1 1 2 6 0.00000000 0.00000000
1 1 2 7 -0.00000000 -0.00000000
1 1 2 8 0.00000000 0.00000000
1 1 2 9 0.00000000 -0.00000000
1 1 2 10 0.00000000 -0.00000000
1 1 2 11 -0.00000000 0.00000000
1 1 2 12 -0.00000000 -0.00000000
1 1 3 1 0.00000003 -0.00000004
1 1 3 2 -0.00000000 0.00000000
1 1 3 3 -0.00000001 -0.00000004
1 1 3 4 -0.00000000 0.00000000
1 1 3 5 0.11235062 -0.00029261
1 1 3 6 -0.00000000 -0.00000000
1 1 3 7 -0.00000009 0.00000012
1 1 3 8 0.00000000 -0.00000000
1 1 3 9 0.00387433 0.00152459
1 1 3 10 0.00000000 -0.00000000
1 1 3 11 0.00000015 0.00000020
1 1 3 12 -0.00000000 -0.00000000
1 1 4 1 0.00000000 -0.00000000
1 1 4 2 -0.00000000 -0.00000000
1 1 4 3 -0.00000000 0.00000000
1 1 4 4 0.00000000 -0.00000000
1 1 4 5 -0.00000000 0.00000000
1 1 4 6 0.00000000 0.00000000
1 1 4 7 -0.00000000 -0.00000000
1 1 4 8 0.00000000 0.00000000
1 1 4 9 -0.00000000 0.00000000
1 1 4 10 -0.00000000 0.00000000
1 1 4 11 0.00000000 -0.00000000
1 1 4 12 -0.00000000 0.00000000
1 1 5 1 0.00000036 0.00000047
1 1 5 2 0.00000000 -0.00000000
1 1 5 3 0.11235060 -0.00029261
1 1 5 4 -0.00000000 0.00000000
1 1 5 5 -0.00000004 0.00000015
1 1 5 6 -0.00000000 0.00000000
1 1 5 7 -0.00000027 -0.00000035
1 1 5 8 -0.00000000 -0.00000000
1 1 5 9 -0.00000012 0.00000016
1 1 5 10 -0.00000000 0.00000000
1 1 5 11 0.00300175 -0.00120863
1 1 5 12 -0.00000000 0.00000000
1 1 6 1 0.00000000 -0.00000000
1 1 6 2 0.00000000 0.00000000
1 1 6 3 -0.00000000 -0.00000000
1 1 6 4 0.00000000 0.00000000
1 1 6 5 -0.00000000 0.00000000
1 1 6 6 0.00000000 0.00000000
1 1 6 7 -0.00000000 0.00000000
1 1 6 8 0.00000000 -0.00000000
1 1 6 9 0.00000000 0.00000000
1 1 6 10 -0.00000000 -0.00000000
1 1 6 11 0.00000000 0.00000000
1 1 6 12 -0.00000000 -0.00000000
1 1 7 1 -0.11427213 0.00026598
1 1 7 2 -0.00000000 -0.00000000
1 1 7 3 0.00000009 -0.00000012
1 1 7 4 -0.00000000 -0.00000000
1 1 7 5 0.00000029 0.00000037
1 1 7 6 -0.00000000 0.00000000
1 1 7 7 0.08276142 -0.00038527
1 1 7 8 -0.00000000 0.00000000
1 1 7 9 0.00000000 0.00000000
1 1 7 10 -0.00000000 0.00000000
1 1 7 11 0.00000004 -0.00000013
1 1 7 12 -0.00000000 -0.00000000
1 1 8 1 0.00000000 -0.00000000
1 1 8 2 0.00000000 0.00000000
1 1 8 3 0.00000000 -0.00000000
1 1 8 4 0.00000000 0.00000000
1 1 8 5 -0.00000000 -0.00000000
1 1 8 6 0.00000000 -0.00000000
1 1 8 7 -0.00000000 0.00000000
1 1 8 8 -0.00000000 -0.00000000
1 1 8 9 -0.00000000 -0.00000000
1 1 8 10 -0.00000000 0.00000000
1 1 8 11 -0.00000000 -0.00000000
1 1 8 12 0.00000000 -0.00000000
1 1 9 1 -0.00000000 -0.00000002
1 1 9 2 0.00000000 -0.00000000
1 1 9 3 0.00387433 0.00152459
1 1 9 4 -0.00000000 0.00000000
1 1 9 5 0.00000002 -0.00000002
1 1 9 6 0.00000000 0.00000000
1 1 9 7 -0.00000001 -0.00000002
1 1 9 8 -0.00000000 -0.00000000
1 1 9 9 -0.00000000 0.00000000
1 1 9 10 -0.00000000 0.00000000
1 1 9 11 -0.04069591 0.00021483
1 1 9 12 -0.00000000 0.00000000
1 1 10 1 -0.00000000 -0.00000000
1 1 10 2 0.00000000 -0.00000000
1 1 10 3 0.00000000 -0.00000000
1 1 10 4 -0.00000000 0.00000000
1 1 10 5 -0.00000000 0.00000000
1 1 10 6 -0.00000000 -0.00000000
1 1 10 7 -0.00000000 0.00000000
1 1 10 8 -0.00000000 0.00000000
1 1 10 9 -0.00000000 0.00000000
1 1 10 10 -0.00000000 -0.00000000
1 1 10 11 0.00000000 0.00000000
1 1 10 12 -0.00000000 -0.00000000
1 1 11 1 -0.00000001 0.00000004
1 1 11 2 -0.00000000 0.00000000
1 1 11 3 -0.00000024 -0.00000032
1 1 11 4 0.00000000 -0.00000000
1 1 11 5 0.00300175 -0.00120864
1 1 11 6 0.00000000 0.00000000
1 1 11 7 0.00000003 -0.00000012
1 1 11 8 -0.00000000 -0.00000000
1 1 11 9 -0.04069590 0.00021483
1 1 11 10 0.00000000 0.00000000
1 1 11 11 -0.00000000 -0.00000000
1 1 11 12 0.00000000 0.00000000
1 1 12 1 0.00000000 0.00000000
1 1 12 2 -0.00000000 -0.00000000
1 1 12 3 -0.00000000 -0.00000000
1 1 12 4 -0.00000000 0.00000000
1 1 12 5 -0.00000000 0.00000000
1 1 12 6 -0.00000000 -0.00000000
1 1 12 7 -0.00000000 -0.00000000
1 1 12 8 0.00000000 -0.00000000
1 1 12 9 -0.00000000 0.00000000
1 1 12 10 -0.00000000 -0.00000000
1 1 12 11 -0.00000000 0.00000000
1 1 12 12 0.00000000 -0.00000000
1 2 1 1 -0.00000000 -0.00000000
1 2 1 2 0.00019055 0.00000000
1 2 1 3 0.00000000 0.00000000
1 2 1 4 0.00000037 0.00000048
1 2 1 5 0.00000000 -0.00000000
1 2 1 6 -0.00000006 0.00000008
1 2 1 7 -0.00000000 0.00000000
1 2 1 8 -0.00017445 -0.00000041
1 2 1 9 0.00000000 -0.00000000
1 2 1 10 0.00000001 -0.00000002
1 2 1 11 -0.00000000 -0.00000000
1 2 1 12 -0.00000002 -0.00000007
1 2 2 1 0.47024750 0.00000000
1 2 2 2 -0.00000000 0.00000000
1 2 2 3 -0.00000016 0.00000021
1 2 2 4 0.00000000 -0.00000000
1 2 2 5 -0.00000022 -0.00000029
1 2 2 6 0.00000000 -0.00000000
1 2 2 7 -0.11427216 0.00026598
1 2 2 8 0.00000000 -0.00000000
1 2 2 9 -0.00000001 -0.00000004
1 2 2 10 -0.00000000 -0.00000000
1 2 2 11 -0.00000002 0.00000007
1 2 2 12 0.00000000 0.00000000
1 2 3 1 0.00000000 0.00000000
1 2 3 2 0.00000007 -0.00000009
1 2 3 3 -0.00000000 -0.00000000
1 2 3 4 0.00018108 0.00000052
1 2 3 5 -0.00000000 -0.00000000
1 2 3 6 -0.00000001 -0.00000003
1 2 3 7 -0.00000000 -0.00000000
1 2 3 8 -0.00000007 0.00000009
1 2 3 9 -0.00000000 0.00000000
1 2 3 10 0.00000025 0.00000034
1 2 3 11 -0.00000000 0.00000000
1 2 3 12 -0.00000490 -0.00000193
1 2 4 1 0.00000003 0.00000004
1 2 4 2 0.00000000 -0.00000000
1 2 4 3 0.11565702 0.00032914
1 2 4 4 -0.00000000 0.00000000
1 2 4 5 0.00000004 -0.00000014
1 2 4 6 -0.00000000 -0.00000000
1 2 4 7 -0.00000012 -0.00000015
1 2 4 8 -0.00000000 -0.00000000
1 2 4 9 -0.00000011 0.00000014
1 2 4 10 -0.00000000 0.00000000
1 2 4 11 -0.00122846 0.00048687
1 2 4 12 0.00000000 0.00000000
1 2 5 1 -0.00000000 0.00000000
1 2 5 2 -0.00000037 -0.00000048
1 2 5 3 -0.00000000 0.00000000
1 2 5 4 -0.00000000 0.00000002
1 2 5 5 -0.00000000 0.00000000
1 2 5 6 0.00018102 -0.00000051
1 2 5 7 0.00000000 -0.00000000
1 2 5 8 0.00000036 0.00000047
1 2 5 9 -0.00000000 -0.00000000
1 2 5 10 0.00000010 -0.00000004
1 2 5 11 -0.00000000 0.00000000
1 2 5 12 0.00000004 -0.00000006
1 2 6 1 0.00000036 -0.00000047
1 2 6 2 0.00000000 0.00000000
1 2 6 3 0.00000004 0.00000013
1 2 6 4 -0.00000000 0.00000000
1 2 6 5 0.10966645 -0.00031145
1 2 6 6 -0.00000000 -0.00000000
1 2 6 7 -0.00000025 0.00000033
1 2 6 8 -0.00000000 -0.00000000
1 2 6 9 -0.00066329 -0.00026083
1 2 6 10 0.00000000 0.00000000
1 2 6 11 0.00000015 0.00000020
1 2 6 12 0.00000000 -0.00000000
1 2 7 1 0.00000000 0.00000000
1 2 7 2 -0.00017446 0.00000041
1 2 7 3 -0.00000000 -0.00000000
1 2 7 4 -0.00000035 -0.00000046
1 2 7 5 -0.00000000 0.00000000
1 2 7 6 0.00000007 -0.00000009
1 2 7 7 0.00000000 -0.00000000
1 2 7 8 0.00025041 0.00000000
1 2 7 9 0.00000000 0.00000000
1 2 7 10 -0.00000001 0.00000002
1 2 7 11 0.00000000 -0.00000000
1 2 7 12 0.00000002 0.00000006
1 2 8 1 -0.11427213 -0.00026789
1 2 8 2 -0.00000000 -0.00000000
1 2 8 3 0.00000026 -0.00000033
1 2 8 4 -0.00000000 -0.00000000
1 2 8 5 0.00000012 0.00000015
1 2 8 6 -0.00000000 -0.00000000
1 2 8 7 0.08336395 0.00000139
1 2 8 8 -0.00000000 0.00000000
1 2 8 9 0.00000003 0.00000011
1 2 8 10 0.00000000 0.00000000
1 2 8 11 -0.00000002 0.00000007
