100 100 100 100 0.142114
100 100 100 101 2.34404e-15
100 100 100 102 -1.98784e-05
100 100 100 103 -4.63936e-13
100 100 101 100 2.34404e-15
100 100 101 101 0.0079148
100 100 101 102 -8.19102e-13
100 100 101 103 0.000107099
100 100 102 100 -1.98784e-05
100 100 102 101 -8.19102e-13
100 100 102 102 0.031595
100 100 102 103 -3.27261e-13
100 100 103 100 -4.63936e-13
100 100 103 101 0.000107099
100 100 103 102 -3.27261e-13
100 100 103 103 0.0315485
100 101 100 100 2.34404e-15
100 101 100 101 0.0079148
100 101 100 102 -8.19102e-13
100 101 100 103 0.000107099
100 101 101 100 0.120668
100 101 101 101 3.8827e-15
100 101 101 102 -8.95154e-05
100 101 101 103 -7.27066e-13
100 101 102 100 -1.4784e-13
100 101 102 101 2.5125e-05
100 101 102 102 -4.55781e-13
100 101 102 103 0.00914499
100 101 103 100 4.3728e-06
100 101 103 101 -9.05151e-15
100 101 103 102 -0.00895284
100 101 103 103 4.65254e-13
100 102 100 100 -1.98784e-05
100 102 100 101 -8.19102e-13
100 102 100 102 0.031595
100 102 100 103 -3.27261e-13
100 102 101 100 -1.4784e-13
100 102 101 101 2.5125e-05
100 102 101 102 -4.55781e-13
100 102 101 103 0.00914499
100 102 102 100 0.120561
100 102 102 101 -4.43421e-13
100 102 102 102 -0.0224243
100 102 102 103 -2.49011e-10
100 102 103 100 -3.09397e-13
100 102 103 101 9.41197e-05
100 102 103 102 -2.50397e-10
100 102 103 103 0.0223989
100 103 100 100 -4.63936e-13
100 103 100 101 0.000107099
100 103 100 102 -3.27261e-13
100 103 100 103 0.0315485
100 103 101 100 4.3728e-06
100 103 101 101 -9.05151e-15
100 103 101 102 -0.00895284
100 103 101 103 4.65254e-13
100 103 102 100 -3.09397e-13
100 103 102 101 9.41197e-05
100 103 102 102 -2.50397e-10
100 103 102 103 0.0223989
100 103 103 100 0.12052
100 103 103 101 4.59352e-13
100 103 103 102 0.0225368
100 103 103 103 2.50508e-10
101 100 100 100 2.34404e-15
101 100 100 101 0.120668
101 100 100 102 -1.4784e-13
101 100 100 103 4.3728e-06
101 100 101 100 0.0079148
101 100 101 101 3.8827e-15
101 100 101 102 2.5125e-05
101 100 101 103 -9.05151e-15
101 100 102 100 -8.19102e-13
101 100 102 101 -8.95154e-05
101 100 102 102 -4.55781e-13
101 100 102 103 -0.00895284
101 100 103 100 0.000107099
101 100 103 101 -7.27066e-13
101 100 103 102 0.00914499
101 100 103 103 4.65254e-13
101 101 100 100 0.0079148
101 101 100 101 3.8827e-15
101 101 100 102 2.5125e-05
101 101 100 103 -9.05151e-15
101 101 101 100 3.8827e-15
101 101 101 101 0.12776
101 101 101 102 -2.31003e-12
101 101 101 103 0.000258619
101 101 102 100 2.5125e-05
101 101 102 101 -2.31003e-12
101 101 102 102 0.0322281
101 101 102 103 5.18815e-13
101 101 103 100 -9.05151e-15
101 101 103 101 0.000258619
101 101 103 102 5.18815e-13
101 101 103 103 0.031812
101 102 100 100 -8.19102e-13
101 102 100 101 -8.95154e-05
101 102 100 102 -4.55781e-13
101 102 100 103 -0.00895284
101 102 101 100 2.5125e-05
101 102 101 101 -2.31003e-12
101 102 101 102 0.0322281
101 102 101 103 5.18815e-13
101 102 102 100 -4.43421e-13
101 102 102 101 0.117218
101 102 102 102 -2.30043e-10
101 102 102 103 0.0206609
101 102 103 100 9.41197e-05
101 102 103 101 5.00605e-13
101 102 103 102 0.0207392
101 102 103 103 2.31544e-10
101 103 100 100 0.000107099
101 103 100 101 -7.27066e-13
101 103 100 102 0.00914499
101 103 100 103 4.65254e-13
101 103 101 100 -9.05151e-15
101 103 101 101 0.000258619
101 103 101 102 5.18815e-13
