101 103 101 103 0.031812
101 103 102 100 9.41197e-05
101 103 102 101 5.00605e-13
101 103 102 102 0.0207392
101 103 102 103 2.31544e-10
101 103 103 100 4.59352e-13
101 103 103 101 0.116807
101 103 103 102 2.32458e-10
101 103 103 103 -0.0209105
102 100 100 100 -1.98784e-05
102 100 100 101 -1.4784e-13
102 100 100 102 0.120561
102 100 100 103 -3.09397e-13
102 100 101 100 -8.19102e-13
102 100 101 101 2.5125e-05
102 100 101 102 -4.43421e-13
102 100 101 103 9.41197e-05
102 100 102 100 0.031595
102 100 102 101 -4.55781e-13
102 100 102 102 -0.0224243
102 100 102 103 -2.50397e-10
102 100 103 100 -3.27261e-13
102 100 103 101 0.00914499
102 100 103 102 -2.49011e-10
102 100 103 103 0.0223989
102 101 100 100 -8.19102e-13
102 101 100 101 2.5125e-05
102 101 100 102 -4.43421e-13
102 101 100 103 9.41197e-05
102 101 101 100 -8.95154e-05
102 101 101 101 -2.31003e-12
102 101 101 102 0.117218
102 101 101 103 5.00605e-13
102 101 102 100 -4.55781e-13
102 101 102 101 0.0322281
102 101 102 102 -2.30043e-10
102 101 102 103 0.0207392
102 101 103 100 -0.00895284
102 101 103 101 5.18815e-13
102 101 103 102 0.0206609
102 101 103 103 2.31544e-10
102 102 100 100 0.031595
102 102 100 101 -4.55781e-13
102 102 100 102 -0.0224243
102 102 100 103 -2.50397e-10
102 102 101 100 -4.55781e-13
102 102 101 101 0.0322281
102 102 101 102 -2.30043e-10
102 102 101 103 0.0207392
102 102 102 100 -0.0224243
102 102 102 101 -2.30043e-10
102 102 102 102 0.147369
102 102 102 103 3.01097e-12
102 102 103 100 -2.50397e-10
102 102 103 101 0.0207392
102 102 103 102 3.01097e-12
102 102 103 103 0.0248761
102 103 100 100 -3.27261e-13
102 103 100 101 0.00914499
102 103 100 102 -2.49011e-10
102 103 100 103 0.0223989
102 103 101 100 -0.00895284
102 103 101 101 5.18815e-13
102 103 101 102 0.0206609
102 103 101 103 2.31544e-10
102 103 102 100 -2.50397e-10
102 103 102 101 0.0207392
102 103 102 102 3.01097e-12
102 103 102 103 0.0248761
102 103 103 100 0.0225368
102 103 103 101 2.32458e-10
102 103 103 102 0.0971386
102 103 103 103 -3.10714e-12
103 100 100 100 -4.63936e-13
103 100 100 101 4.3728e-06
103 100 100 102 -3.09397e-13
103 100 100 103 0.12052
103 100 101 100 0.000107099
103 100 101 101 -9.05151e-15
103 100 101 102 9.41197e-05
103 100 101 103 4.59352e-13
103 100 102 100 -3.27261e-13
103 100 102 101 -0.00895284
103 100 102 102 -2.50397e-10
103 100 102 103 0.0225368
103 100 103 100 0.0315485
103 100 103 101 4.65254e-13
103 100 103 102 0.0223989
103 100 103 103 2.50508e-10
103 101 100 100 0.000107099
103 101 100 101 -9.05151e-15
103 101 100 102 9.41197e-05
103 101 100 103 4.59352e-13
103 101 101 100 -7.27066e-13
103 101 101 101 0.000258619
103 101 101 102 5.00605e-13
103 101 101 103 0.116807
103 101 102 100 0.00914499
103 101 102 101 5.18815e-13
103 101 102 102 0.0207392
103 101 102 103 2.32458e-10
103 101 103 100 4.65254e-13
103 101 103 101 0.031812
103 101 103 102 2.31544e-10
103 101 103 103 -0.0209105
103 102 100 100 -3.27261e-13
103 102 100 101 -0.00895284
103 102 100 102 -2.50397e-10
103 102 100 103 0.0225368
103 102 101 100 0.00914499
103 102 101 101 5.18815e-13
103 102 101 102 0.0207392
103 102 101 103 2.32458e-10
103 102 102 100 -2.49011e-10
103 102 102 101 0.0206609
103 102 102 102 3.01097e-12
103 102 102 103 0.0971386
103 102 103 100 0.0223989
103 102 103 101 2.31544e-10
103 102 103 102 0.0248761
103 102 103 103 -3.10714e-12
103 103 100 100 0.0315485
103 103 100 101 4.65254e-13
103 103 100 102 0.0223989
103 103 100 103 2.50508e-10
103 103 101 100 4.65254e-13
103 103 101 101 0.031812
103 103 101 102 2.31544e-10
103 103 101 103 -0.0209105
103 103 102 100 0.0223989
103 103 102 101 2.31544e-10
103 103 102 102 0.0248761
103 103 102 103 -3.10714e-12
103 103 103 100 2.50508e-10
103 103 103 101 -0.0209105
103 103 103 102 -3.10714e-12
103 103 103 103 0.147794
